id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUM5N0oySUh3EAE,,2 weeks ago,57:09.4,4,Janet Faithfulone Brown,0,https://www.google.com/maps/contrib/100490050392654602567/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUM5NkpUUThBRRAB,,2 weeks ago,57:09.4,5,Neil Rafuse,27,https://www.google.com/maps/contrib/109438252861965495327/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUM5OEpQVC1BRRAB,,3 weeks ago,57:15.6,3,nour ES,2,https://www.google.com/maps/contrib/111913883126138988752/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkODUyRVpnEAE,"My best friend celebrated her birthday here and we were a party of 7. I can’t say enough good things about this place 😍 The service, food, vibe was immaculate. The staff was so accomplishing, prompt and cheerful. The dj played good music. …",3 weeks ago,57:15.6,5,Tahsheen Kassee,68,https://www.google.com/maps/contrib/103546909184952723904/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkM1l5SlR3EAE,,3 weeks ago,57:15.6,4,Stéphane Larin,38,https://www.google.com/maps/contrib/106305677247442785889/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUMtM1lLTGdRRRAB,"Had brunch for the first time at Miss Likklemores and the food was amazing, Guyanese curry baked eggs was one of the best things I’ve had in a long time. The atmosphere is always so fun and brunch is reasonably priced. Win all around.",4 weeks ago,57:15.6,5,Chrissy Dizon,0,https://www.google.com/maps/contrib/100619078448938818947/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkbXVIZGlBRRAB,"Had a fantastic time, as always, at Miss Likklemores for their inaugural Sunday Brunch Service! I have never dined at a restaurant with such a well defined and thoughtful identity. The vibes, the atmosphere, the music, the warmth of the …",4 weeks ago,57:15.6,5,olivia arezes,0,https://www.google.com/maps/contrib/111271284898513996012/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkcXA2bzRBRRAB,"From the moment we walked into brunch at Miss Likklemore’s, it was a vibe!  Food was delicious as always! Perfect for a funday Sunday!",4 weeks ago,57:15.6,5,Bev Du,0,https://www.google.com/maps/contrib/106262830314697989847/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkZ1BpeHFBRRAB,"This was my second time going to Miss Likklemores. I went in September 2023 and the food and service was really good. We had ox tail, Mac pie, lamb and fish. …",4 weeks ago,57:15.6,1,Samique Haynes,0,https://www.google.com/maps/contrib/107678179288654980210/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkZ3N6TTd3RRAB,"So excited that miss likklemore’s has started a brunch! There’s something for everyone. My 8 year old loved the fried chicken and waffles (be sure to substitute the rum syrup for regular for our underage eaters, thankfully the server was …",4 weeks ago,57:15.7,5,sophia hokull,0,https://www.google.com/maps/contrib/115458130501709407641/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkbk96STVRRRAB,I love this place with all my heart 🖤💛💚 It's like having dinner back with my family....if my granny was a Michelin Star chef lol …,a month ago,57:15.7,5,Pedia Robinson,24,https://www.google.com/maps/contrib/115441133016474473996/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkN01IU05nEAE,Amazing for brunch!,a month ago,57:15.7,5,SK STUDIO TDR,0,https://www.google.com/maps/contrib/104701575872727807035/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkcEszQlJ3EAE,"I love the food, cocktails, music and ambiance here.  Amazing place for dinner and drinks!  NEW Sunday brunch menu was fantastic, have ordered multiple menu items to share with the table each visit, great way to eat there.  Staff are super friendly and helpful.",a month ago,57:22.0,5,Chandra Wilson,0,https://www.google.com/maps/contrib/109851865639540187349/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkLUlpRGl3RRAB,"Ordered chicken and waffles - waffles were tough, the chicken was raw. I ate some and thought it was ok but I have been sick for almost 2 days and missed work today even. They tried to tell us it was the brine but the meat was gelatinous …",a month ago,57:22.0,1,J Med,2,https://www.google.com/maps/contrib/111706445992915114475/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkdUtyZkF3EAE,"Can’t say enough good things about this place. Every item on the menu was 10/10, but their patties and shrimp & grits on their brunch menu was my personal fav. Staff and service were exceptional and the overall vibe is upbeat, friendly and welcoming. Highly suggest you run to Miss Likkemore’s",a month ago,57:22.0,5,Bre N,5,https://www.google.com/maps/contrib/104105152112321161763/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUMtbnAtbHVBRRAB,"Sunday brunch: was a great experience. The music, the vibe , but most importantly the food was delicious. Try the Baked Egg dish, you won’t regret it. …",a month ago,57:22.0,5,Stacey U,1,https://www.google.com/maps/contrib/115175128119522550377/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkd0l6aVhBEAE,I attended the launch of Miss Likklemores' Sunday Brunch and the experience was phenomenal. The food was carefully curated to create the best Carribean fusion menu options. I am a frequent visitor and I would say this was the best service …,a month ago,57:22.0,5,Irena Brooks,0,https://www.google.com/maps/contrib/113715418818949236576/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkd0pTWEJ3EAE,"Came here for the new brunch menu and it did not disappoint! Food, music and vibes! Despite being fully booked, service was amazing! There were so many new menu options to try - some must haves are the baked eggs, cheddar biscuits and oxtail hash. Will definitely be back to try more of the yummy food!",a month ago,57:22.0,5,elizabeth cardoso,0,https://www.google.com/maps/contrib/117075061264136265717/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkZ09Hc2dBRRAB,I recently had a large group reservation for my husband's birthday party at Miss. Likklemore's and there is so much to say about this place! …,a month ago,57:22.0,5,Alyshah R,5,https://www.google.com/maps/contrib/112829770306194190372/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkNV95UmV3EAE,Excellent food and vibe - highly recommend,a month ago,57:22.0,5,Sonia Kanani,54,https://www.google.com/maps/contrib/102604122666206403966/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkdThXU253RRAB,,a month ago,57:22.0,5,Brigitte Ladouceur,31,https://www.google.com/maps/contrib/106259906048531729701/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkX1o2QURREAE,,a month ago,57:22.0,5,Turner Hyde,277,https://www.google.com/maps/contrib/100917290568940719441/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkN0tHZ2dnRRAB,Outstanding,a month ago,57:28.3,5,Melanie F,69,https://www.google.com/maps/contrib/103997045583211395891/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkLU4tM3VRRRAB,,a month ago,57:28.3,5,Anthony,0,https://www.google.com/maps/contrib/112790917845372769070/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0NzYtMV9RRRAB,It's was a pleasant surprise and experience finding a Caribbean fine dining place to let your hair loose and enjoy in an exquisite manner. ✨️ Looking forward to going back again!,a month ago,57:28.3,4,Naté,0,https://www.google.com/maps/contrib/104670009746085153494/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0OTZISHBBRRAB,"Excellent food, great vibe. The ribs are a must, the carrot cake is stellar, the mac pie with oxtail is delicious.",a month ago,57:28.3,5,Salman Ahmed,17,https://www.google.com/maps/contrib/116139512828636256085/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0OTl5ZURREAE,"The food an ambience was great. Our server Jonathan was awesome as well, however I found the jerk chicken a dry and chewy.  I have eaten better jerk chicken.",a month ago,57:28.3,4,Carol Monteiro,19,https://www.google.com/maps/contrib/109044021601354132636/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0eGJfLXd3RRAB,"The food was great and so were the drinks.  Staff was very attentive, friendly, and able to make great recommendations. I would return, but I did find the prices to be high, especially for drinks.",a month ago,57:28.3,4,Mahala Edwards,258,https://www.google.com/maps/contrib/113012546162364786135/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0a1pxQ1B3EAE,Hands down my favorite restaurant in the city. The ambience is amazing — but most importantly the food and cocktails are worth coming back to over and over again.,a month ago,57:28.3,5,Maria Liezel Rigo,22,https://www.google.com/maps/contrib/105914966720362452104/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0NGJpR1BBEAE,My oh my! What an experience!  Every single bite was satisfying my soul. From appetizers to dessert! Everything …,a month ago,57:28.3,5,R T,19,https://www.google.com/maps/contrib/109968797138962755941/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0bm9xVXFRRRAB,,a month ago,57:28.3,4,JC BB,0,https://www.google.com/maps/contrib/111767744435770888163/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0OXNLaUZBEAE,"Food and service were solid. We had a good time, we had the fried whole fish, doubles, salt cod fritters and seafood ceviche.",a month ago,57:28.3,5,Vivek Joseph,171,https://www.google.com/maps/contrib/116376664533362870118/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0X01qN213RRAB,,a month ago,57:34.8,4,Dean Muir,0,https://www.google.com/maps/contrib/110037441940378467251/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0bkp2ellBEAE,"Winterlicous menu was listed at $65. The Jerk chicken was more like hickory smoked, The Dragon Stout Short Rib was more like a salty pot roast with a bit too much fat and the Fried snapper was good sized portion that tasted nice. The double …",a month ago,57:34.8,3,lisa lawson,0,https://www.google.com/maps/contrib/110482409437117787016/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0bkl2NEJBEAE,,a month ago,57:34.8,5,Kateryna Tsykalchuk,35,https://www.google.com/maps/contrib/103392894166086441897/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0dFBLb2Z3EAE,"I've been wanting to try this place since it opened, so I was excited when I saw it on the Winterlicious list of restaurants. I loved the vibe and feel. Everyone was pretty welcoming and friendly. That's pretty much all I liked about this …",a month ago,57:34.8,2,Addie T,2,https://www.google.com/maps/contrib/110222143475390518225/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0NU9Hanp3RRAB,Went to winterlicious the prices for the terrible quality of their food is outrageous. I would never return. this restaurant is OVERRARTED!,a month ago,57:34.8,2,Cecile Kerridge,0,https://www.google.com/maps/contrib/104882461874196763048/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0cEpDd1J3EAE,"First time going to Miss Likklemores with a group of friends and it was overall an amazing experience. The food was great and the service, especially our server Johnathan was fantastic! We ordered off the winterlicious menu so we were able …",a month ago,57:34.8,5,Andrea B,165,https://www.google.com/maps/contrib/116768818549795005233/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUN0Xzh2ZHZnRRAB,,a month ago,57:34.8,5,Aadil Mukhi,6,https://www.google.com/maps/contrib/110133826004054280317/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUN0b1lMalJnEAE,Very good pan-Carribbean menu.  Lots of choices.,a month ago,57:34.8,4,Byren Innes,511,https://www.google.com/maps/contrib/104555688973852754083/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNWeEtTZUpREAE,"Seriously delicious flavours. Friendly, fun staff and creative cocktails all in a beautiful space. …",a month ago,57:34.8,5,A Marie,8,https://www.google.com/maps/contrib/100536975335317081282/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUN0aFBteHdBRRAB,Really awesome time at Miss Likklemore. 👌 Jonny was great and helpful at the table. Food was great. …,a month ago,57:34.8,5,Amir Faizi,39,https://www.google.com/maps/contrib/113914033122537389856/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURPNE1tVHVnRRAB,Great tasting food and good portions at affordable pricing!,a day ago,58:00.8,5,Walter Lo,0,https://www.google.com/maps/contrib/110103706155743393640/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUQ5aHJpWkl3EAE,I could feel my body reconnecting to my african roots as i tasted the food,5 days ago,58:00.8,5,Hassaan,0,https://www.google.com/maps/contrib/105321263993965232728/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUM5enBQdkJ3EAE,"Great food, great selection. Great taste.",2 weeks ago,58:00.8,5,Yasser Maniram,32,https://www.google.com/maps/contrib/105714188478239948634/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUM5MU5Uak9BEAE,"I ordered delivery as I was craving some oxtails. Came across this restaurant on DoorDash and they did not disappoint. The oxtails were nice and tender, rice and peas was flavorful and the coleslaw was juice and juicy! Totally recommended you guys to give it a try. Will be my go to place when I want some oxtails!",2 weeks ago,58:00.8,5,Miajah Johnson,4,https://www.google.com/maps/contrib/101943796063529303352/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkazY3d2RREAE,"Tasty use to taste sooo good in 2021/2022, I would have given it a 5star then but now I’m assuming they changed their chef . The quality of the food went down, when i last ordered from here the chicken wasn’t clean properly because you can …",a month ago,58:00.8,3,Mz Frenchie,1,https://www.google.com/maps/contrib/110118614514172427221/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkdHFhUTVnRRAB,Great food and great service! Thank you!,a month ago,58:00.8,5,Dawn Lamabe,0,https://www.google.com/maps/contrib/114627471048029450159/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNka0ttWDFnRRAB,Authentic flavour with a casual setting makes it a great stop on my way to the nearby library to study!,a month ago,58:00.8,5,Shaqkeem Lewis-Robinson,0,https://www.google.com/maps/contrib/107049548491795908389/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0cTVuUkNBEAE,"Customer service needs a bit work,",a month ago,58:00.8,1,C,1,https://www.google.com/maps/contrib/115599647871010060284/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0bGFIR0hBEAE,Very  clean and spacious place great customer service and tasty fresh food thank you very much I highly recommend,a month ago,58:00.8,5,Mr Ross,38,https://www.google.com/maps/contrib/106047579945851520858/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0eHJfTzR3RRAB,"I think I found the best oxtail in downtown Toronto  Rice and peas was good, not mushy or dry …",a month ago,58:00.8,4,Ray Tran,242,https://www.google.com/maps/contrib/102265184170797727040/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUROd2FQWlh3EAE,"Not bad, I might have missed it by ignorance had I not heard they have coco bread. The foods okay",a month ago,58:07.1,3,Ryely M,56,https://www.google.com/maps/contrib/116885016816205993468/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUROMnREbjdnRRAB,"Before they went for vacation, the food had more flavor, I don't know what happened, but the food is still good for the price. I had the Stew chicken roti. I dont have a pic, but it was good .",2 months ago,58:07.1,3,Alvin L Jacobson,22,https://www.google.com/maps/contrib/117920763194706690511/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUQxbGNETnpRRRAB,"There is a lot of rice, but there is very little meat, which is not delicious and has a bad experience",2 months ago,58:07.1,1,liu jerry,1,https://www.google.com/maps/contrib/113843358530460897816/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUQxNWJlaW5BRRAB,"The price is expensive, there is too little meat, and the taste is average",2 months ago,58:07.1,3,Joey Y,3,https://www.google.com/maps/contrib/117049764187328555480/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUMxeG9QT1NnEAE,,2 months ago,58:07.1,5,Rafiqul Islam,27,https://www.google.com/maps/contrib/105708240125956434436/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNWaWRLbUtREAE,"All this for $20, and rude customer service. No thanks.",3 months ago,58:07.2,1,Michael Junior,17,https://www.google.com/maps/contrib/114177899527329623769/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNsMktXeHJ3RRAB,"Love the food here. Especially the goat roti. Boneless or bone-in. Can't go wrong. Also they have an array of other Caribbean snacks like potato pudding, cassava pone etc.",3 months ago,58:07.2,5,Rameel,42,https://www.google.com/maps/contrib/104996627717677109611/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURseFp2NjRRRRAB,Food was off the chain,3 months ago,58:07.2,5,romeo teekah,183,https://www.google.com/maps/contrib/101987319189835035707/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNsMkl6N1Z3EAE,"Bad service..Whenever I go to pickup my order, customer service really bad. horiablle attitutde from cashier and dont help",4 months ago,58:07.2,1,Maninderjeet Singh,7,https://www.google.com/maps/contrib/104382934342217367214/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNsLVBHTGNnEAE,Good quality jerk especially for the price! Definitely coming back,4 months ago,58:07.2,5,Eugene Tsai,136,https://www.google.com/maps/contrib/101360822400838557476/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURGNHJTWmVBEAE,"Kind employees, delicious food and very budget friendly, fully recommend!",4 months ago,58:13.5,5,Atefa Akbary,0,https://www.google.com/maps/contrib/111518867998516082156/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNGMDh2MXdRRRAB,"Excellent  food , good customer service,  I took the soup of the day , lentil soup which was awesome and then I got the goat plate with rice and peas and veggies,  ,  the amount of food that I got was enough for 2 people,   definitely  will be back.   And if you haven't been here yet you gotta come check it out",4 months ago,58:13.5,5,John Jr. Mahar,32,https://www.google.com/maps/contrib/117089326582902178946/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNGam9IclR3EAE,"The food is good. I have enjoyed their oxtail, curry goat, and jerk chicken meals. The customer service on the other hand is terrible. The lady at the front gives off the vibe she is overworked and doesn't want to be there. She gives nasty …",4 months ago,58:13.5,3,Desirée Dao,0,https://www.google.com/maps/contrib/108485814534073683889/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURaMDZDOW53RRAB,,5 months ago,58:13.5,4,Mika,1,https://www.google.com/maps/contrib/103764263105800715649/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURaNHVPaEJREAE,"Wanted to give some local support during these tough times.  Food was very tasty, no pun intended!",5 months ago,58:13.5,5,R T,129,https://www.google.com/maps/contrib/109187765422278773372/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURaMEstRGlRRRAB,Food was served deliciously fast and the lunch special was a wonderful deal. I had the vegan fish. Yum!,5 months ago,58:13.5,5,Levi Chevalier,8,https://www.google.com/maps/contrib/105566200131340765423/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNac0luVnRnRRAB,,6 months ago,58:13.5,5,Martin Phills,54,https://www.google.com/maps/contrib/113572859933012381323/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURwNTZUMjJBRRAB,"Tried the Jerk Chicken, Curry Goat Roti and a Beef patty. Not the best I have had, but would definitely recommend the Curry Goat.",6 months ago,58:13.5,3,Aaqib Hassan,19,https://www.google.com/maps/contrib/102567871975592087360/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURwaXN1OFNBEAE,Mid jerk chicken,7 months ago,58:13.5,2,goonies101,0,https://www.google.com/maps/contrib/114031496954373865563/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNwcjVMV0h3EAE,Food was pretty good. But the lady at the cashier helping us order wasn’t very friendly. I felt like I was wasting her time.,7 months ago,58:13.5,1,Alison Furtado,2,https://www.google.com/maps/contrib/115073666664967762259/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNwcjZMMzhRRRAB,Jerk chicken roti was disappointing.,7 months ago,58:19.8,1,Joshua Furtado,0,https://www.google.com/maps/contrib/111777373761752418146/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNwNHRhcHBnRRAB,"Got their rice and peas with a scoop of jerk gravy and spicy beef Patty. Very delicious beef patty which was warmed up in the oven, and not a microwave so it nice flakey and warm, not soggy. Rice and peas were some of the best I’ve had, you …",7 months ago,58:19.8,5,Abdur Rehman,32,https://www.google.com/maps/contrib/113488000729668291437/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKNWJxeHhBRRAB,The plantain was hard as rock 🪨 The curry chicken roti was good 👍🏻 …,8 months ago,58:19.8,3,Alice,120,https://www.google.com/maps/contrib/118340893815896773863/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKLUtTN3R3RRAB,Great food had a Jerk sandwich with veggies and took a jerk meal for the road. The sandwich didn't last long enough for a photo 🤷🏾‍♀️ …,8 months ago,58:19.8,5,Kswana Meredith,1,https://www.google.com/maps/contrib/102902987292565409227/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKa01qanVnRRAB,We loved the food We had lunch and went back to pick up dinner,8 months ago,58:19.8,5,Dawn P,223,https://www.google.com/maps/contrib/103987904986293711418/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNKaWNiS3FRRRAB,"My first carribean food experience, and I can honestly say it did exceed my expectations in terms of flavor. We ordered their 8.99 deals sandwich and the rice and beans with Jerk + and upsize to the regular. …",8 months ago,58:19.8,4,Peter Teh,553,https://www.google.com/maps/contrib/114320039555133041754/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNKMU1XZ3lRRRAB,Haven’t  eaten here in a while. It was good. The heat of the sauce seems diminished.,9 months ago,58:19.8,4,Justin Mohareb,33,https://www.google.com/maps/contrib/117528754727173479123/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNKeE5pYUJnEAE,"What a lovely surprise. Their stewed chicken roti was flavourful and cooked with what I can only describe as wholesome spices and love. Friendly crowd, large screen news TV. I really like how laid back the place is. Good food, good people.",9 months ago,58:19.8,5,phuong,58,https://www.google.com/maps/contrib/112320722880269460732/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNKNExTazdBRRAB,"Great portion size, large chicken pieces in the roti, broccoli in the veggie roti was very welcome",9 months ago,58:19.8,4,Ray Fankhauser,91,https://www.google.com/maps/contrib/101480340541208204764/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR4aV96UGdnRRAB,,9 months ago,58:19.8,5,Phil Harper,0,https://www.google.com/maps/contrib/108411086619272131075/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR4N2NxTTdnRRAB,,9 months ago,58:26.2,5,xlartanislx xlartanislx,161,https://www.google.com/maps/contrib/117292711881577436299/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUN4cDd1VVNnEAE,Love this place. The most authentic home cooked dishes in all of GTA. Unbelievably delicious 😋. …,9 months ago,58:26.2,5,Sid,0,https://www.google.com/maps/contrib/100156952869171994631/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUN4bHJYMnRnRRAB,,10 months ago,58:26.2,4,Ysh Cabana,65,https://www.google.com/maps/contrib/113673841961979749632/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUN4eXRqRHdnRRAB,Go to Caribbean food spot in TO. The doubles are AMAZING,10 months ago,58:26.2,5,Maria S,30,https://www.google.com/maps/contrib/114244187047885055775/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNSNzhPX0dnEAE,I don’t normally leave reviews but I was so disappointed with this order of Oxtail. Almost $20 dollars for some huge pieces of Oxtail BONES inside a small container of gravy. ONE DOLLAR EXTRA FOR PAYING WITH MY CREDIT CARD (the most I ever …,11 months ago,58:26.2,1,Jay Jay,9,https://www.google.com/maps/contrib/108096485366770297484/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNSdDVhV3h3RRAB,Please don't change a thing you guys are doing. Amazing food quality and prices. Thank you!,11 months ago,58:26.2,5,N,0,https://www.google.com/maps/contrib/111882732919538422776/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNSdDhUcnJnRRAB,,11 months ago,58:26.2,5,Boris Cibic,116,https://www.google.com/maps/contrib/100899307402389247730/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURoejQyZFdREAE,"So tasty, spicy and fairly priced! Huge portion!",a year ago,58:26.2,5,Justyn Lutynski,0,https://www.google.com/maps/contrib/117570751712176184399/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURoNTRHYjNBRRAB,,a year ago,58:26.2,4,Deborah Lin,45,https://www.google.com/maps/contrib/111273059940428361064/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURoeDRhZGpBRRAB,Food is good. Owners a cheapskate. Bad business ethics,a year ago,58:26.2,2,Payton’s Paid,120,https://www.google.com/maps/contrib/118146800551838315048/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUQ5anZDQkdREAE,The food was mediocre at best,5 days ago,58:52.0,3,Scoob,0,https://www.google.com/maps/contrib/112594738470751101196/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUM5alpUU3dBRRAB,"I had dinner there with a few friends and loved it! Excellent food, really friendly atmosphere and service. My bud was from out of town and never had Caribbean food before, he REALLY enjoyed it and he was convinced. Just writing this review makes me wanna go back. If you're in the area, check it out!",a week ago,58:52.0,5,David J Dixon,0,https://www.google.com/maps/contrib/111398443581410376242/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUM5akxiUUVREAE,"If you are looking for jerk in the financial district area, this place is it. It’s a humble stand located near King subway station. I ordered the oxtail and the jerk chicken breast. …",2 weeks ago,58:52.0,5,Shirley Du,82,https://www.google.com/maps/contrib/118208487303029343052/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUM5MU1DTUxBEAE,Oxtail was amazing. Service was solid. Limited seating inside unfortunately.,2 weeks ago,58:52.0,5,Nooruddin Hamidi,0,https://www.google.com/maps/contrib/109285339526290717193/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUM5eE43eGNREAE,Jerk chicken sandwhich was terrible. Chicken was hard and old and the bun was old. Terrible.,2 weeks ago,58:52.0,1,Aleem Zia,1,https://www.google.com/maps/contrib/110400873793238854982/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUM5aEtfeVFBEAE,"Used too good to go. Advertised as a meal going 18.99 for 7 dollar. Same day, instead of waste I rather try. I opted and was super disappointed. Super old rice and the portion of fish was ridiculously small litteraly the size of chicken …",2 weeks ago,58:52.0,1,Heidi N,3,https://www.google.com/maps/contrib/103610125425670385454/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkOV9YblNnEAE,"I recently started using To Good To Go, if you haven't heard of it, it's an app where you can purchase surprise bags (you get what the place gives you...you don't chose) for a fraction of the price from grocery stores, restaurants etc. …",3 weeks ago,58:52.0,5,Candace Seeraj,25,https://www.google.com/maps/contrib/104256193563588462992/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkaU1xd3dBRRAB,"Great spot for delicious Carribean food, best part it’s fully Halal! Everything freshly prepared.",a month ago,58:52.0,5,munchhalal,117,https://www.google.com/maps/contrib/117944148010223523670/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkNVk2eENnEAE,My favourite food spot to get amazing jerk chicken and the people working there are so sweet!,a month ago,58:52.0,5,mariyam abdalla,0,https://www.google.com/maps/contrib/102336872046164242484/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkeHZQZ2RREAE,good service and amazing food,a month ago,58:52.0,5,solace stays,0,https://www.google.com/maps/contrib/113352008748737537695/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkLXFfT1lREAE,"Extremely underwhelming food, lack of flavour and didn’t taste fresh. For delicious halal jerk chicken, Scotty Bons in Scarborough is the best place to go.",a month ago,58:58.3,1,Sadia,0,https://www.google.com/maps/contrib/112208697863047941893/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0bDdXOVR3EAE,,a month ago,58:58.3,5,Patrick Sacdalan,0,https://www.google.com/maps/contrib/114588370824822996067/reviews?hl=en,
