id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,restaurant
ChZDSUhNMG9nS0VJQ0FnSUNaaU9xRFV3EAE,My husband and I have been coming here since we started dating over a decade ago and it still remains our favourite dinner date spot! The service from Sylvia is always stellar and the food from Catarina is simply delicious! Their mushroom …,6 months ago,05:04.9,5,Jessica,1,https://www.google.com/maps/contrib/111275738371116139151/reviews?hl=en,,Perla Restaurant
ChdDSUhNMG9nS0VJQ0FnSURwMTZyOTV3RRAB,"Moms and dads style restaurant with absolutely great food. It has been a family-run restaurant for over 20 years. The food is simple, authentic and delicious. A very welcoming and relaxing place, well worth a visit. …",6 months ago,05:04.9,5,Nfnfjfjj Nfbdjdb,5,https://www.google.com/maps/contrib/115176670051595466541/reviews?hl=en,,Perla Restaurant
ChZDSUhNMG9nS0VJQ0FnSURwcmZHVEVREAE,,6 months ago,05:04.9,1,Lan Zhang,21,https://www.google.com/maps/contrib/118220090694994509415/reviews?hl=en,,Perla Restaurant
ChdDSUhNMG9nS0VJQ0FnSURwemFMZjlRRRAB,"Amazing food, the staff is really nice. Totally recommend if you are looking for nice traditional Portuguese food.",6 months ago,05:04.9,5,Ana Almeida,1,https://www.google.com/maps/contrib/102852653244624402886/reviews?hl=en,,Perla Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQ5ckxIVk1BEAE,,6 days ago,05:30.2,5,BUNT,5,https://www.google.com/maps/contrib/103456032656334418004/reviews?hl=en,,Perla Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQ5MkxPSFBBEAE,"Easily one of the most affordable lunch options around this area. Not only is the katsu curry full of flavour, its incredibly filling (see photos)-- they are quite generous with the portion plus includes a miso soup. I will definitely be back to try the other items on the menu!",a week ago,05:30.2,5,Eve Aphayboun (Ebee),2,https://www.google.com/maps/contrib/103732521059105280072/reviews?hl=en,,Perla Restaurant
ChdDSUhNMG9nS0VJQ0FnSUM5aTViQ3dBRRAB,"I had the weekday special beef steak katsu curry rice. It was worth every penny at that price. The steak was deep fried to medium, which went great with curry. The steak is not the best cut so there were some tendons in there that's hard to …",a week ago,05:30.2,4,花雨馨,33,https://www.google.com/maps/contrib/106614160667247964810/reviews?hl=en,,Perla Restaurant
ChdDSUhNMG9nS0VJQ0FnSURkM3VIM19nRRAB,"The curry chicken katsu was excellent, and the chef made specially avocado/salmon makis for us with no extra charge. Service was perfect and the waitress was super nice. I highly recommend it !",3 weeks ago,05:30.2,5,Kevin Tran,4,https://www.google.com/maps/contrib/100337454995932333366/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURkX0lIcThBRRAB,Overpriced.,4 weeks ago,05:30.2,2,Hannah E,2,https://www.google.com/maps/contrib/100950069611844803285/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNkMUxQZzJ3RRAB,,a month ago,05:30.2,5,前川忠則,0,https://www.google.com/maps/contrib/104657894776011490633/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUROMTdQQV93RRAB,Staff are friendly and they have great food. Their katsu is cooked very well. Meat is juicy and tender. Their sushi is also good and fish is fresh. Have gone back a few times and has yet to disappoint.,a month ago,05:30.2,5,Eric Ng,0,https://www.google.com/maps/contrib/114179558876374983686/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUROMmRmR0lnEAE,,a month ago,05:30.2,2,Supremecreator,0,https://www.google.com/maps/contrib/105184051806583899060/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUNOaG9HcFRBEAE,,2 months ago,05:30.2,5,Christian Ibanez,0,https://www.google.com/maps/contrib/111909804863892332855/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUMxanZPMHFBRRAB,"We had chicken curry, sandwich sushi, dragon set, chicken Katsu. Everything served beautifully and delicious. Would come back over and over. We are from Houston and this is the best sushi and Japanese we ever had.",2 months ago,05:30.2,5,Viviana Revuelta,7,https://www.google.com/maps/contrib/111352245109250229870/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUMxNXVXc2lnRRAB,"This place is fantastic. I don’t usually write reviews, but the owner clearly cares about making good food and this place should be busier. Looking forward to eating here again.",2 months ago,05:36.4,5,Paul Stonkus,0,https://www.google.com/maps/contrib/102633687990441790764/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUMxX0k2RTVBRRAB,They put a lot of effort in presentation and the food is excellent as well. Ordered it for take out in the past and finally had a sit down meal there and it was great. …,2 months ago,05:36.4,5,Harmik Dhillon,1,https://www.google.com/maps/contrib/102219129093015807782/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUMxN0lQNlpnEAE,"Great experience food was delicious, lady in the front was lovely excellent service",2 months ago,05:36.4,5,Alperen Yalcin,0,https://www.google.com/maps/contrib/108411543311121822488/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUMxdEptR0h3EAE,no frills atmosphere but friendly service and one of the best chicken katsu curries i’ve had in the city.,2 months ago,05:36.4,5,James Johnson,2,https://www.google.com/maps/contrib/100185035458464387770/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURsNG9mdHdBRRAB,,3 months ago,05:36.4,1,Danny Jiang,0,https://www.google.com/maps/contrib/111059339571118630495/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNsd2NyZzNnRRAB,Katsu don was really good,4 months ago,05:36.4,5,Rob Rivera,27,https://www.google.com/maps/contrib/102564097264280582430/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUNsdkw3a1lBEAE,Great food and amazing service. People that work there are very kind and friendly. Highly recommend for take out or dine in,4 months ago,05:36.4,5,Mk Alshafeey,0,https://www.google.com/maps/contrib/112651393981525166609/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNGZzVDOWhnRRAB,,4 months ago,05:36.4,5,rany ly,140,https://www.google.com/maps/contrib/104206848390054866271/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNGemEtQzVRRRAB,It's the best curry I've had in a while. The sirloin steak is absolutely delicious. Crisp on the outside and tender on the inside. The beef don is also very good. The Korokke  and takoyaki for dim sum are also delicious! Fried food tastes best when it's fresh out of the pan! ❤️,4 months ago,05:36.4,5,Eva Zhang,8,https://www.google.com/maps/contrib/114543677378216303050/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUNGeGJDRFBnEAE,"Very attentive staff, we had a toddler plus stroller and they made sure our dining set up made Mom’s life easier. Food came out quickly, nice touches like rose flowers and tasted good. I accidentally left behind a shopping bag and they had put it behind the counter to save it for.",4 months ago,05:36.4,5,Avery Vanderhorst,0,https://www.google.com/maps/contrib/106494464992887984042/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUM1c1pDeVRnEAE,"Overpriced, the pork katsu was very thin and not juicy at all, the korokke was just mediocre, maybe other dishes will taste better but I will never know because i will not be visiting this place again",5 months ago,05:42.6,2,Ishukone DS,61,https://www.google.com/maps/contrib/102910607674029075936/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUM1MklxcXpnRRAB,SO GROSS found a long piece of hair pressed in the middle of my sushi. I got the salmon set and it’s safe to say I will never be ordering from here again. …,5 months ago,05:42.6,1,Cindy Fang,41,https://www.google.com/maps/contrib/105832643426481292556/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSURaanRub0ZBEAE,,5 months ago,05:42.6,5,JP 77 (JP7714),60,https://www.google.com/maps/contrib/106862177514846507849/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSURaMHJEd0hREAE,"Very small sushi / Katsu restaurant located close to the corner of Queen and Spadina. They have a large menu, which happens to be full of errors. …",5 months ago,05:42.6,3,Eileen Lau,419,https://www.google.com/maps/contrib/101426820083722920347/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNaejliVnF3RRAB,Underrated,6 months ago,05:42.6,5,J M Rossy,3,https://www.google.com/maps/contrib/116762353812320848229/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNaNXZIQjdRRRAB,,6 months ago,05:42.6,5,Ferdinand Lapuz,7,https://www.google.com/maps/contrib/102264051200731707461/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUNadXNyUlF3EAE,"Incredible food and amazing value. I’ve been ordering from here regularly since I first tried it! Love the Gyudon, Karaage and Salmon Oshi Sushi",6 months ago,05:42.6,5,Chris Schmied,15,https://www.google.com/maps/contrib/115314457803667475882/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNabE1YVzJRRRAB,"Great spot to grab a quick bite. The style is Japanese diner. The service was very quick and efficient. The food is decent, I personally found the Uni Steak Don to be a bit bland but the Hamburger Katsu and Karaage were great.",6 months ago,05:42.6,4,Andy Z,574,https://www.google.com/maps/contrib/101634884574367733612/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURwdV9hNWhRRRAB,,6 months ago,05:42.6,1,Algernon Au,0,https://www.google.com/maps/contrib/113672936528755274184/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSURwck95bExnEAE,"Not real tuna!! The menu shows an image of red torched tuna, aka aburi tuna. What arrived was white butterfish that was passed off as white tuna.",7 months ago,05:42.6,2,Chester Perera,102,https://www.google.com/maps/contrib/108847999752703288024/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSURwMktIZWZREAE,"I was dying for katsu curry, so this is a biased review.  The lunch special didn't disappoint. Recommended to try!",7 months ago,05:48.8,5,Chris Vella,108,https://www.google.com/maps/contrib/117755759129848409314/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNwajlHUXdBRRAB,"Yesterday afternoon, I stumbled across their restaurant and ordered sushi 👍👍👍👍 really surprised. Their torched sushi is delicious 👌, the most beautiful decoration (using real 🌹) although a bit pricy. Service is also great, the waitress helped me open the door when I was struggling to push my baby stroller👍👍 …",7 months ago,05:48.8,5,Clara Nguyen,0,https://www.google.com/maps/contrib/106821792070358806773/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNwajl6NnBnRRAB,Ordered lunch special pork cutlet curry with rice. It came with free miso soup. Looked good for the price 12.99 with Cutlet! tho they used mixed veggies. …,7 months ago,05:48.8,3,Suguru Yokoo,29,https://www.google.com/maps/contrib/111806393393962939932/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNwMjV5M25nRRAB,"Discovered this newly opened Japanese sushi restaurant on Queen West. Although it is a little pricier, the service was quite attentive and speedy. It's not too bad in terms of portion size, but certain items on the menu is …",7 months ago,05:48.8,4,Jessica Yong,128,https://www.google.com/maps/contrib/101645726311930194699/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUNwNjQyekJREAE,"Ordered make your own sashimi bowl with two pieces of O-toro sashimi and two pieces of Chu-toro sashimi. My god these were the most unappetizing tuna belly I have ever seen. They look like they have been sitting for a few days and were just all brown.... the rest if the fish were fine( Hamachi, salmon and salmon belly).",7 months ago,05:48.8,2,Natalie Ko,3,https://www.google.com/maps/contrib/102054207773245706962/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNwcHZEZzRBRRAB,"Small space for torched sushi and customized sashimi bowl, it’s fresh and service is great.",7 months ago,05:48.8,5,Phyllis Cheung,28,https://www.google.com/maps/contrib/102452654315732768417/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURKcV9qVTFRRRAB,"For what you’re paying for - it is decent. The katsudon is worth the price, not sure about the sushi (compared to others down the street). Overall good to try but not sure if I’ll be returning.",7 months ago,05:48.8,4,Jess L,0,https://www.google.com/maps/contrib/114053465564713518774/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURKNWRuYXFRRRAB,The $12.99 Chicken Katsu curry was terrible. It was box curry with frozen peas and carrots. The chicken was pounded very thin so I barely had any actual chicken. Takoyaki was small and had very little octopus. The beef in the Cut Steak Don …,7 months ago,05:48.8,1,Henry Xue,9,https://www.google.com/maps/contrib/104598967258772823723/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURKNVo3Yjh3RRAB,"It's really not very good.  Ribeye Katsu was overcooked, dry, and tasted like it was fried in an old oil which is surprising for a new restaurant. I ate 2 bites and returned it. They still wanted me to pay for it. Miso soup tastes more like …",7 months ago,05:48.8,1,Saka,51,https://www.google.com/maps/contrib/100639052374608802311/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSURKeVB2c25RRRAB,"One of the better sushi places on Queen West. I came here with my spouse on two separate occasions, and we were not disappointed both times. …",8 months ago,05:48.8,5,Anna Suki,570,https://www.google.com/maps/contrib/107357603876662074287/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNKLThfY3NBRRAB,"Decided to try out this new Japanese restaurant on a whim. What a pleasant surprise; everything we had was excellent, and the service was fast and friendly. The food is fresh, and really high quality. Will definitely return.",8 months ago,05:55.1,5,Jason C,0,https://www.google.com/maps/contrib/110466733254050673106/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUNKcUxfSDVBRRAB,"We came to the neighborhood to eat somewhere else but decided to try this new joint. We liked it so much that we came twice in a week. The restaurant is still fairly new, but it deserves more visits by anyone who loves good Japanese food. …",9 months ago,05:55.1,5,Aditya Kuswanto,138,https://www.google.com/maps/contrib/116246681798509115137/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUR4bmJiYmpnRRAB,,9 months ago,05:55.1,5,Quynhhh Nguyen,2,https://www.google.com/maps/contrib/109155672688147861238/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUR4aGZTdEJnEAE,"Stopped in here for lunch and did a “build your own don”. The food was pretty good, quick service, and fair price. Don’t expect anything fancy, it’s a no frills, quick meal kind of place! Would go again.",9 months ago,05:55.1,4,Patrick Chan,63,https://www.google.com/maps/contrib/114536934320035959226/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUR4eEtlelV3EAE,,9 months ago,05:55.1,5,bee,0,https://www.google.com/maps/contrib/110653920502613916574/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUR4bUtyRW13RRAB,Food was very good,9 months ago,05:55.1,5,Tina,1,https://www.google.com/maps/contrib/113610042279676661826/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUR4Z05DOUd3EAE,The aburi sushi was good.  Rice was soft and warm.  The beef katsu batter could be a tad thicker and more golden but flavor was ok.,9 months ago,05:55.1,4,Linh Nguyen,141,https://www.google.com/maps/contrib/102985126927576759182/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUN4MzlDUmpBRRAB,rude staff😢 …,9 months ago,05:55.1,1,Каріна Кузьменко,0,https://www.google.com/maps/contrib/112777660952826577428/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUN4bjk2OU9nEAE,"We went here during their soft opening, I hope their food can improved. They are not bad, but the price is on the high side, if I pay for this much I can sit in a more comfortable environment with better service and free side dishes.  This …",9 months ago,05:55.1,3,Lewis Wong,78,https://www.google.com/maps/contrib/101814445934785968782/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUN4dC1TNnVRRRAB,"Went here and got the gyu-katsu ribeye, which is about 24.99 on the menu. There was a deal going on, so we got 20% off and a side of salmon sushi (pressed and torched). …",9 months ago,05:55.1,2,Jamie Watson,57,https://www.google.com/maps/contrib/102638218987581241259/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUQ5emJUaERREAE,Really good Japanese restaurant and even better that it's connected to the Path!,a day ago,06:20.6,5,Alif Dharssi,"1,255",https://www.google.com/maps/contrib/114314046476141116624/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUQ5bGUydVd3EAE,"Highly recommending their Brussel sprouts, which also has thick cuts of crispy bacon :) Salmon oshi sushi are just pure love, definitely one should try that and the green tea opera cake completely mouthwatering.",a day ago,06:20.6,5,Charles Bittus,3,https://www.google.com/maps/contrib/117579537720541887554/reviews?hl=en,,Gyuki
ChdDSUhNMG9nS0VJQ0FnSUQ5bWE3QXhnRRAB,I've been going to the Vancouver Miku and this location for quite a few years now. …,2 days ago,06:20.6,4,Drake Tsui,83,https://www.google.com/maps/contrib/109767151474919204333/reviews?hl=en,,Gyuki
ChZDSUhNMG9nS0VJQ0FnSUQ5c2Vlc0NREAE,"Been a regular customer for the past five years, but unexpectedly I had heavy diarrhea after today’s dinner. The serving time was exceptionally long even though there were not many customers. Server was great and knowledgeable. Overall, not a happy experience, but will return. Hopefully next time the service can be better.",2 days ago,06:20.6,3,JoJo H,34,https://www.google.com/maps/contrib/116778310216736028462/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUQ5d2ZlUXNRRRAB,Easily the best sushi in Toronto with great service and extensive saki list,3 days ago,06:20.6,5,Cheryl Dias,8,https://www.google.com/maps/contrib/106336702245035514270/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUQ5bnZUcHN3RRAB,Some of the best sushi I have ever had!!,3 days ago,06:20.6,5,Celyn Talaue,0,https://www.google.com/maps/contrib/111029621713722038338/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUQ5N3FxTUl3EAE,"The food was good! We enjoyed the spicy edamame, the brussel sprouts and the Japanese chicken! The torched sushi was also delicious. We also tried the waygu but likely won't repeat it again. The service was great, they explained the dishes …",3 days ago,06:20.6,4,Jamila Satani,154,https://www.google.com/maps/contrib/107205256688442464158/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUR1bzh2WEh3EAE,2024-02-03 Update:  There's no way I could miss Miku's Winterlicious 2024 :) …,3 days ago,06:20.6,5,Jeslyn,93,https://www.google.com/maps/contrib/116415075400144330973/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUQ5MXQtcnNBRRAB,"Impressive fusion of flavors and incredible quality.  Perfect for business dinners if you want to impress clients,  We had a private party with a set menu with deserts.",4 days ago,06:20.6,5,Colin Graham,83,https://www.google.com/maps/contrib/102707182673029614574/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUQ5LXR5SVJBEAE,"staff, food and service where excellent enjoyed the evening, thank you.",5 days ago,06:20.6,5,P W,26,https://www.google.com/maps/contrib/105837651524376332515/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUQ5NHFpXy1BRRAB,,6 days ago,06:26.9,5,Laith Md,41,https://www.google.com/maps/contrib/102514344402581428719/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUQ5ek9xaDl3RRAB,Lovely lunch experience at Miku. You can really taste the quality of the fish and the service was great as well.,6 days ago,06:26.9,5,Lucy Chai,772,https://www.google.com/maps/contrib/115059986204737276766/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUQ5bUkyM0Z3EAE,We did the tasting plate for $130 plus the drink pairings with it. Everything was perfect. Taste of food complimented the beverage that was paired with. We will surely be back. …,a week ago,06:26.9,5,Lou Lou,115,https://www.google.com/maps/contrib/107266351722907173183/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUM5MjlINzh3RRAB,Nice (and expensive) place. The main dishes are good. Their sushi is good too but not extraordinary. Probably the best part was the desserts.,a week ago,06:26.9,4,Wander Val,95,https://www.google.com/maps/contrib/112414646321571301376/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUM5alotS0RREAE,Perfection,a week ago,06:26.9,5,Joy L,8,https://www.google.com/maps/contrib/118198483226821535349/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUM5cWVmN1FBEAE,Went there for team lunch and it was an awesome experience from food to services to atmosphere..everything was perfect…,a week ago,06:26.9,5,Nikita Mehta,37,https://www.google.com/maps/contrib/102966610330121384508/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSURkNWJEQlNBEAE,One of our favourite places when we visit Toronto. However last night's experience was a major let down. One of our plates wasn't delivered and when we asked the server about it she gaslit us and said she saw it on the table. We reiterated …,2 weeks ago,06:26.9,3,JOE FERRONE,47,https://www.google.com/maps/contrib/108111520017217262305/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUM5dnVEUVJREAE,,2 weeks ago,06:26.9,5,Nav K,0,https://www.google.com/maps/contrib/104643902716352695302/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUM5cHZQcHp3RRAB,Such a calm place to enjoy your food and conversation at the same time.,2 weeks ago,06:26.9,5,Azadeh R,5,https://www.google.com/maps/contrib/100358711130709695708/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUM5akplQWx3RRAB,"We had a great meal at Miku, first time trying this style of sushi and we enjoyed it. Great service and tasty desserts too.",2 weeks ago,06:26.9,5,Olivia S.,197,https://www.google.com/maps/contrib/107602875368384940236/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUM5MU1YRl9nRRAB,,2 weeks ago,06:33.2,5,Bronze Age,4,https://www.google.com/maps/contrib/106590059250761980791/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUM5bE9Lc2R3EAE,Food: was lovely and very price affordable. The fish was literally melting in my mouth Drinks: the waitress suggested me one type of sake which I didn’t like so she …,2 weeks ago,06:33.2,5,Alexis Me,0,https://www.google.com/maps/contrib/100991926922077441950/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUM5d1B1d0tBEAE,,2 weeks ago,06:33.2,5,denisa denisa,1,https://www.google.com/maps/contrib/109668563484434494163/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSURkeDdpOHdRRRAB,"I loved it! The food was incredible, the service was top tier! Our server was Louise, she took great care of us, she seemed kind and professional. Definitely recommend!",3 weeks ago,06:33.2,5,Blinera Beka,1,https://www.google.com/maps/contrib/102024273896874685307/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSURkaF9TVVlBEAE,,3 weeks ago,06:33.2,5,Mykhailo Andriichuk,3,https://www.google.com/maps/contrib/103189466184108110107/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSURkMFlfUFlREAE,Went there during Winterlicious and had the lunch course.,3 weeks ago,06:33.2,5,Brian Tat,8,https://www.google.com/maps/contrib/107796355807515097243/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSURkM29TTWJ3EAE,,3 weeks ago,06:33.2,5,James Amatuzio,21,https://www.google.com/maps/contrib/113098042148935315502/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSURkbnJUN1d3EAE,"I've been frequenting this sushi place in Toronto for the past few years and I'm continuously impressed by the high quality of both the food and service. Despite the busy Valentine’s Day weekend rush, our server went above and beyond to …",3 weeks ago,06:33.2,5,Young Jung,89,https://www.google.com/maps/contrib/111802560868574458367/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSURkNHBEWTd3RRAB,Hands down the best sushi in the world.  . …,3 weeks ago,06:33.2,5,Ali S.,0,https://www.google.com/maps/contrib/111159785191100961843/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSURkbE1qZUFnEAE,,4 weeks ago,06:33.2,5,Ahsan Irfan,2,https://www.google.com/maps/contrib/107547197754026329181/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUNkczVYMW9nRRAB,Pretty poor experience here.  My wife made a reservation for 9pm.  She called to confirm the day of and asked about the tasting menu as that was the reason for our visit.  At no point did they mention that the cut off time was 9pm.  We …,a month ago,06:39.5,1,R,32,https://www.google.com/maps/contrib/107068405094254152611/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkMDc2MGZnEAE,"Hi, I'm the regular customer of this restaurant and I was always very happy about everything. Today, I made a big order on Uber eats, and chopsticks were not provided, even though they were mentioned ,like, 4 times. Food is great, but the experience was ruined, as you have to ruin the sushi along the way.",a month ago,06:39.5,1,Volodymyr Kozemko,22,https://www.google.com/maps/contrib/117140541784193612954/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUNkNDVfbmh3RRAB,"My favorites are the Aburi salmon oshi sushi, seafood soba and green tea opera! The roll is also great with a rich flavor. Fried chicken and wagyu carpaccio are ok, the seasoned vegetable under the wagyu is a bit too strong for me. Will definitely come back just for the salmon oshi sushi and dessert!",a month ago,06:39.5,5,C.L.,22,https://www.google.com/maps/contrib/110599354469736459666/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUNkZzZqY2tnRRAB,I don’t find the food tasty. The fish is not fresh. We ordered the valentine tasting menu and feels like the restaurant put more effort in the “design” than the food itself. …,a month ago,06:39.5,2,Ying Kong,11,https://www.google.com/maps/contrib/104140278740321492458/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkOGMzc1lnEAE,,a month ago,06:39.5,5,Lucas Chung,12,https://www.google.com/maps/contrib/107791630029199570333/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkd2NlSER3EAE,,a month ago,06:39.5,5,Bala Tharma,14,https://www.google.com/maps/contrib/106052767597213861893/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSUNkZ2FyOGpBRRAB,Awesome food. And great service. We took chef’s choice and that was too good. They even explained in what’s there inside the food. Took dessert and had Sake all of them delicious.,a month ago,06:39.5,5,Tumpy Filmchopath,11,https://www.google.com/maps/contrib/109449685398192113300/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkdHNiS0tREAE,Food is not not fresh! The fish taste like it’s been sitting out for day. The combination of flavour is weird and not authentic. They need a new menu,a month ago,06:39.5,1,Anja Zhang,0,https://www.google.com/maps/contrib/102907736844541737213/reviews?hl=en,,Miku Toronto
ChdDSUhNMG9nS0VJQ0FnSURONGVfdjRBRRAB,"Miku is a classic for mid-upper end Japanese dining in Toronto.  Highly recommend their Brussel sprouts, which come with thick cuts of crispy bacon. They’re one of the first places in Toronto to do aburi sushi and still one of the best.",a month ago,06:39.5,5,David Xing,134,https://www.google.com/maps/contrib/101782585354784144975/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkaFB5TFdnEAE,Ordered sushi takeout. It tastes good but don't expect to actually get full unless you're willing to pay quite a bit.,a month ago,06:39.5,4,Prince Kabab,142,https://www.google.com/maps/contrib/104204449338438709103/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkMkxqcVp3EAE,,a month ago,06:45.9,5,Ramy Ezzedine,56,https://www.google.com/maps/contrib/113972992280239264856/reviews?hl=en,,Miku Toronto
ChZDSUhNMG9nS0VJQ0FnSUNkbUpIcU5REAE,This is one of the best Japanese restaurants I’ve  tried. The sea food is so fresh and tasty. The portions are small compared to the price. But that might be because of how tasty the food was that we wanted more of it. They have amazing …,a month ago,06:45.9,5,Armita Z,538,https://www.google.com/maps/contrib/115516996546500572372/reviews?hl=en,,Miku Toronto
